student_id,current_stage,current_course_or_class,age,gender,tenth_percentage,twelfth_or_diploma_percentage,graduation_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_subroles,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,current_skills,target_career
ST0316,Pursuing_12th,Science,17,Female,78.93,0.0,0.0,8,5,3,5,7,3,10,4,3,4,1,2,4,4,Technical,"System Admin, Software Engineering",Data,Logical,1,2,No,Math,"PyTorch, Python",DevOps Engineer
ST0317,Diploma,Diploma_CSE,19,Male,100.0,62.95,0.0,8,4,10,8,3,9,10,3,3,2,1,3,3,4,Management,"Team Lead, Product Owner",Data,Analytical,0,0,No,DBMS,"Communication, WordPress",DevOps Engineer
ST0318,Pursuing_12th,Science,17,Female,83.76,0.0,0.0,5,8,4,5,8,6,8,9,3,4,3,4,5,5,Technical,"Software Engineering, App Development",Data,Creative,2,2,No,UI Design,"Math, Agile",ML Engineer
ST0319,Pursuing_12th,Arts,17,Female,89.11,0.0,0.0,8,10,4,9,3,7,10,8,2,1,4,2,4,2,Technical,"System Admin, DevOps",Security,Logical,0,1,No,Math,"Project Management, Cryptography",Cybersecurity Analyst
ST0320,Graduate,BBA,23,Male,77.73,56.11,80.66,8,7,5,8,3,8,10,9,1,5,3,3,1,2,Analytical,"Data Analysis, Quality Assurance",Web,Leader,1,4,Yes,DBMS,"Linux, Adobe XD, Network Security",Web Developer
ST0321,Pursuing_12th,Commerce,19,Male,71.92,0.0,0.0,8,8,3,7,5,5,7,9,1,4,4,1,3,2,Analytical,"Market Research, Data Analysis",Web,Analytical,0,2,No,Math,"Market Research, CSS",Cybersecurity Analyst
ST0322,10th,General,15,Male,77.82,0.0,0.0,7,5,8,8,3,6,8,6,2,1,2,1,3,2,Creative,"Frontend Design, Visual Prototyping",Security,Logical,2,3,No,DBMS,"Math, AWS",UI/UX Designer
ST0323,Graduate,BBA,24,Male,62.74,77.24,82.19,6,5,7,5,4,3,8,5,3,4,3,3,3,3,Creative,"UI Design, Content Creation",Web,Leader,1,1,No,Web,"HTML, JavaScript, TensorFlow",Web Developer
ST0324,Pursuing_Diploma,Diploma_IT,24,Male,68.68,63.36,0.0,5,5,8,6,8,7,9,7,4,1,4,4,4,4,Creative,"Content Creation, Frontend Design",AI-ML,Creative,0,0,No,UI Design,"PyTorch, Figma, TensorFlow",Cloud Engineer
ST0325,12th,Arts,19,Female,94.04,45.0,0.0,6,8,3,4,6,7,6,7,1,5,2,5,4,1,Creative,"Visual Prototyping, UI Design",AI-ML,Analytical,1,0,No,Networking,"Terraform, Figma, Docker",Software Tester
ST0326,12th,Commerce,18,Other,76.06,77.41,0.0,4,8,8,4,4,8,7,5,4,1,1,2,3,4,Technical,"App Development, System Admin",Cloud,Analytical,1,2,No,Web,"Photoshop, Node.js",Cloud Engineer
ST0327,BCA,BCA,25,Female,68.31,100.0,72.75,5,4,8,6,4,6,6,7,3,3,5,1,3,4,Creative,"UI Design, Content Creation",Security,Analytical,0,2,No,UI Design,"JavaScript, WordPress",Web Developer
ST0328,Pursuing_Diploma,Diploma_IT,23,Female,57.93,94.48,0.0,6,3,5,8,3,3,4,4,4,5,4,3,5,2,Creative,"Content Creation, Frontend Design",Data,Analytical,2,3,No,Networking,"Photoshop, Illustrator",Backend Developer
ST0329,Diploma,Diploma_CSE,24,Female,82.47,63.49,0.0,5,4,5,8,10,9,9,8,2,3,5,2,5,1,Management,"Team Lead, Operations",Cloud,Creative,0,0,Yes,Web,"Excel, R, Ethical Hacking",Database Administrator
ST0330,BTech,BTech_CSE,26,Male,89.46,71.42,85.58,5,5,8,5,5,8,5,7,2,2,2,3,4,5,Analytical,"Market Research, Risk Assessment",Web,Analytical,2,4,Yes,Python,"Figma, Project Management, Photoshop, Canva",UI/UX Designer
ST0331,Pursuing_BTech,BTech_Civil,20,Male,78.25,74.65,0.0,4,6,3,8,6,7,9,9,3,4,3,3,5,3,Technical,"DevOps, Software Engineering",AI-ML,Logical,2,0,No,Web,"Tableau, Pandas, Agile, SQL",Database Administrator
ST0332,Pursuing_12th,Commerce,18,Female,84.82,0.0,0.0,8,3,6,7,3,7,8,4,5,5,4,5,2,3,Analytical,"Data Analysis, Quality Assurance",AI-ML,Logical,0,3,No,DBMS,"Linux, Ethical Hacking",Backend Developer
ST0333,BCA,BCA,20,Female,56.58,86.68,74.16,8,6,4,7,4,3,10,6,2,4,4,4,4,2,Technical,"App Development, DevOps",AI-ML,Creative,0,0,No,Statistics,"HTML, WordPress, Python, Angular",ML Engineer
ST0334,Pursuing_12th,Commerce,18,Male,69.51,0.0,0.0,4,7,8,4,4,3,6,4,2,5,1,2,1,5,Creative,"Visual Prototyping, Content Creation",AI-ML,Analytical,2,0,No,UI Design,"PHP, Linux, Wireshark",Full Stack Developer
ST0335,10th,General,15,Male,80.65,0.0,0.0,6,7,7,7,4,5,7,8,2,3,4,1,4,1,Analytical,"Risk Assessment, Market Research",Web,Leader,2,3,No,Web,"Linux, Angular",Database Administrator
ST0336,12th,Commerce,18,Female,67.47,78.66,0.0,6,4,5,6,4,6,4,3,3,2,2,5,4,2,Management,"Product Owner, Team Lead",AI-ML,Leader,1,0,No,Python,"Communication, PowerBI",Data Scientist
ST0337,BCA,BCA,21,Female,68.82,72.37,58.9,5,7,6,3,5,4,9,6,4,5,1,4,4,5,Analytical,"Market Research, Risk Assessment",Web,Creative,1,1,No,Web,"Communication, CRM, Cryptography",DevOps Engineer
ST0338,Pursuing_BTech,BTech_Civil,24,Male,71.97,76.62,0.0,3,7,4,4,4,4,8,4,1,2,2,3,1,5,Creative,"Content Creation, Frontend Design",Data,Creative,1,2,No,Math,"Linux, Keras",Business Analyst
ST0339,12th,Science,19,Female,70.83,79.25,0.0,5,4,9,4,4,9,7,3,2,3,1,5,1,1,Management,"Operations, Team Lead",Cloud,Logical,5,2,No,Python,"PyTorch, Math, Linux, Keras",Data Scientist
ST0340,BCA,BCA,23,Female,99.8,78.9,67.61,5,7,5,7,6,4,10,4,1,2,5,5,5,1,Creative,"Visual Prototyping, Content Creation",Data,Logical,1,1,No,DBMS,"Communication, AWS, CRM, Agile",Cybersecurity Analyst
ST0341,Pursuing_12th,Arts,19,Other,94.79,0.0,0.0,3,10,4,3,4,5,7,8,3,3,4,3,2,2,Technical,"Software Engineering, System Admin",Data,Leader,0,1,No,Networking,"Excel, Python, SQL",Database Administrator
ST0342,Pursuing_BTech,BTech_CSE,25,Other,84.38,51.48,0.0,3,3,8,3,7,3,9,7,3,1,5,2,4,2,Creative,"Frontend Design, Visual Prototyping",Cloud,Creative,1,2,No,Networking,Linux,Full Stack Developer
ST0343,Pursuing_BTech,BTech_ECE,23,Male,82.26,51.7,0.0,8,5,4,6,8,6,10,6,3,3,2,2,1,1,Management,"Operations, Team Lead",Web,Leader,0,3,Yes,Python,"JavaScript, Python",ML Engineer
ST0344,BCA,BCA,19,Female,95.83,68.55,64.16,4,6,5,3,4,5,10,5,1,5,4,5,5,5,Management,"Product Owner, Scrum Master",Security,Leader,1,0,No,DBMS,"Network Security, SQL, Ethical Hacking",Business Analyst
ST0345,Pursuing_Diploma,Diploma_Mech,26,Male,73.43,90.71,0.0,7,5,5,4,5,7,5,5,4,3,5,1,4,5,Creative,"Visual Prototyping, Frontend Design",Security,Creative,0,1,Yes,Web,"Project Management, CRM, Illustrator",Cloud Engineer
ST0346,Pursuing_BTech,BTech_CSE,19,Male,74.79,67.05,0.0,6,6,7,8,8,6,8,6,3,3,4,3,4,4,Creative,"Visual Prototyping, Frontend Design",Cloud,Logical,1,1,No,DBMS,"PHP, Keras",UI/UX Designer
ST0347,BCA,BCA,22,Other,92.46,65.35,56.73,4,5,8,6,7,8,7,3,1,1,2,2,4,5,Management,"Product Owner, Scrum Master",AI-ML,Creative,0,0,No,Web,"Communication, Project Management, Market Research, Agile",Web Developer
ST0348,12th,Arts,19,Male,55.04,68.26,0.0,4,8,5,6,8,5,4,6,4,3,1,1,3,4,Technical,"System Admin, Software Engineering",Data,Creative,2,3,No,Web,"TensorFlow, Adobe XD",Software Tester
ST0349,Graduate,BSc_CS,23,Female,68.0,58.64,61.06,8,8,8,6,9,6,8,4,1,3,2,1,1,4,Creative,"UI Design, Visual Prototyping",Cloud,Creative,0,2,No,Math,"Scikit-Learn, Photoshop",Business Analyst
ST0350,Graduate,BSc_CS,25,Female,81.37,69.29,76.03,4,9,5,6,7,3,7,4,1,5,4,3,3,2,Technical,"System Admin, DevOps",AI-ML,Logical,1,1,No,UI Design,"R, Canva",DevOps Engineer
ST0351,Pursuing_Diploma,Diploma_CSE,26,Female,100.0,45.0,0.0,6,8,4,10,7,6,5,10,1,1,4,1,4,2,Analytical,"Quality Assurance, Data Analysis",Cloud,Logical,4,3,No,UI Design,"AWS, Linux, Kubernetes, Ethical Hacking",Business Analyst
ST0352,Pursuing_BTech,BTech_ECE,24,Male,72.22,90.6,0.0,5,5,7,9,4,7,10,5,3,2,3,4,3,3,Analytical,"Quality Assurance, Market Research",Data,Logical,0,2,No,UI Design,"Figma, JavaScript, Photoshop",Cloud Engineer
ST0353,12th,Commerce,17,Female,73.08,77.14,0.0,7,9,8,7,5,4,7,5,5,3,2,4,1,2,Technical,"DevOps, App Development",Security,Leader,3,0,No,Python,"Scikit-Learn, TensorFlow, Cryptography, PyTorch",Business Analyst
ST0354,BTech,BTech_IT,24,Female,78.08,56.25,72.85,5,6,4,5,4,8,7,10,2,3,1,5,4,4,Analytical,"Data Analysis, Quality Assurance",Cloud,Analytical,0,1,No,UI Design,"Figma, React, Illustrator",Software Tester
ST0355,Diploma,Diploma_ECE,23,Female,62.02,78.08,0.0,5,7,5,8,8,8,7,5,2,1,1,4,5,4,Management,"Team Lead, Scrum Master",Data,Analytical,1,1,Yes,Python,"Communication, Azure",DevOps Engineer
ST0356,12th,Commerce,17,Female,72.56,99.67,0.0,7,5,4,4,4,3,4,8,2,5,2,3,5,2,Technical,"App Development, DevOps",Web,Analytical,2,3,No,UI Design,"Illustrator, React",Software Tester
ST0357,Diploma,Diploma_Mech,25,Male,70.02,79.4,0.0,10,7,7,8,6,8,8,6,5,2,4,4,4,3,Management,"Product Owner, Team Lead",Cloud,Analytical,0,2,No,Python,"AWS, Python, Docker, Kubernetes",Data Scientist
ST0358,Pursuing_Diploma,Diploma_Mech,26,Female,74.16,61.63,0.0,7,6,4,9,6,7,9,7,4,5,5,4,4,3,Technical,"Software Engineering, App Development",Cloud,Logical,2,2,No,DBMS,"Tableau, R, Linux, SQL",DevOps Engineer
ST0359,Pursuing_BTech,BTech_ECE,26,Female,74.62,56.4,0.0,7,7,7,3,5,5,8,9,4,3,4,4,2,3,Analytical,"Market Research, Quality Assurance",Security,Leader,2,5,Yes,Web,"Tableau, Pandas",Business Analyst
ST0360,Diploma,Diploma_ECE,21,Female,79.44,81.07,0.0,4,8,4,5,5,6,4,4,3,5,3,5,1,4,Management,"Team Lead, Scrum Master",Data,Creative,2,1,No,Web,"Linux, Agile, Cryptography, Ethical Hacking",Full Stack Developer
ST0361,BTech,BTech_Civil,23,Male,75.96,78.85,61.61,6,7,8,7,6,4,5,7,5,4,4,3,5,1,Creative,"UI Design, Visual Prototyping",Security,Logical,0,5,Yes,Math,"Angular, Node.js, React",Web Developer
ST0362,BTech,BTech_Civil,23,Female,87.64,81.3,75.2,5,5,6,7,5,5,8,9,5,4,4,2,2,2,Analytical,"Quality Assurance, Risk Assessment",Cloud,Creative,1,2,No,Statistics,"TensorFlow, Agile",Data Scientist
ST0363,Pursuing_12th,Commerce,19,Male,80.36,0.0,0.0,4,5,5,6,8,6,6,4,1,1,3,3,2,5,Creative,"Content Creation, UI Design",Web,Leader,0,3,No,Python,"JavaScript, React",Full Stack Developer
ST0364,BCA,BCA,24,Male,100.0,100.0,69.37,7,6,4,8,8,7,10,7,3,5,5,3,4,5,Technical,"App Development, System Admin",AI-ML,Creative,3,1,No,Statistics,"Figma, Illustrator, Canva",DevOps Engineer
ST0365,Pursuing_Diploma,Diploma_CSE,21,Male,73.46,65.64,0.0,10,7,6,5,4,5,8,6,4,2,4,3,2,2,Analytical,"Market Research, Quality Assurance",Security,Logical,2,3,No,Web,"Network Security, Illustrator",Data Scientist
ST0366,Pursuing_12th,Commerce,19,Male,91.38,0.0,0.0,5,3,8,7,4,8,5,3,3,4,3,2,5,5,Management,"Team Lead, Operations",Web,Creative,0,1,No,Web,"CSS, WordPress, PHP, Node.js",Cloud Engineer
ST0367,BCA,BCA,24,Female,70.15,73.18,85.04,8,3,7,8,3,6,10,5,5,3,4,1,4,2,Creative,"UI Design, Content Creation",Security,Analytical,3,0,Yes,DBMS,"AWS, Linux, Docker, Ethical Hacking",DevOps Engineer
ST0368,Pursuing_BTech,BTech_Civil,25,Female,82.01,69.62,0.0,9,7,6,4,6,3,10,3,5,5,1,1,3,1,Creative,"Content Creation, UI Design",Security,Analytical,1,1,No,UI Design,"CSS, PHP, Angular, React",Data Scientist
ST0369,Pursuing_Diploma,Diploma_IT,25,Female,96.76,95.82,0.0,5,5,4,9,4,8,8,7,5,2,4,1,4,5,Technical,"Software Engineering, DevOps",Web,Logical,1,4,Yes,Networking,"Math, Python, PowerBI, SQL",Backend Developer
ST0370,BCA,BCA,22,Female,71.05,67.54,70.74,3,5,7,5,6,7,9,4,4,3,4,3,4,4,Creative,"Frontend Design, UI Design",AI-ML,Creative,0,4,Yes,Math,"Keras, Tableau, Python, R",UI/UX Designer
ST0371,Pursuing_BTech,BTech_CSE,23,Male,71.24,78.49,0.0,7,7,6,6,8,9,5,8,5,3,4,4,1,2,Management,"Product Owner, Operations",Data,Creative,4,2,No,Networking,"Figma, Excel, PowerBI",Business Analyst
ST0372,Pursuing_BTech,BTech_Civil,26,Female,62.93,61.31,0.0,3,4,7,7,8,4,10,5,4,1,4,4,2,3,Technical,"App Development, DevOps",Security,Leader,1,5,Yes,DBMS,"R, Wireshark, Cryptography, Network Security",Full Stack Developer
ST0373,BCA,BCA,24,Male,87.89,87.27,72.0,8,7,5,3,10,5,6,6,3,4,5,3,4,3,Management,"Operations, Product Owner",Web,Creative,2,1,Yes,Python,"Figma, CSS, Illustrator",UI/UX Designer
ST0374,Graduate,BCom,25,Male,75.07,72.48,66.41,6,7,6,5,6,5,5,3,1,3,2,4,2,4,Creative,"Visual Prototyping, Frontend Design",Cloud,Creative,1,7,Yes,Web,"PyTorch, Python, Keras",Full Stack Developer
ST0375,Diploma,Diploma_ECE,25,Male,58.98,64.04,0.0,7,4,3,5,5,4,4,6,4,5,1,5,3,3,Analytical,"Data Analysis, Quality Assurance",Web,Analytical,1,1,Yes,Math,"Ethical Hacking, Adobe XD, Network Security",Backend Developer
ST0376,Pursuing_12th,Science,17,Female,50.0,0.0,0.0,5,10,6,4,7,6,4,7,4,1,2,5,4,5,Technical,"Software Engineering, System Admin",AI-ML,Leader,2,2,No,Networking,"Terraform, Linux, Cryptography, Network Security",Business Analyst
ST0377,Graduate,BCA,22,Male,97.44,52.87,81.86,8,3,8,7,3,4,4,6,2,2,1,1,1,3,Analytical,"Risk Assessment, Market Research",Security,Logical,2,1,No,Python,"Scikit-Learn, Excel, PyTorch, Keras",Software Tester
ST0378,12th,Arts,17,Female,74.18,93.44,0.0,8,5,6,6,6,5,9,6,4,3,1,4,4,3,Management,"Product Owner, Scrum Master",AI-ML,Leader,4,1,Yes,DBMS,"Pandas, Adobe XD, Illustrator",Data Scientist
ST0379,Pursuing_12th,Science,17,Male,77.34,0.0,0.0,6,4,6,8,5,7,10,8,2,3,5,5,3,5,Analytical,"Quality Assurance, Market Research",Security,Leader,0,3,No,UI Design,"AWS, WordPress, Docker",Business Analyst
ST0380,Diploma,Diploma_Mech,21,Other,74.25,71.9,0.0,6,7,6,8,5,10,4,4,5,4,2,1,5,2,Management,"Team Lead, Product Owner",Cloud,Analytical,1,0,No,UI Design,"Excel, Tableau, R, Python",Business Analyst
ST0381,10th,General,17,Female,86.05,0.0,0.0,8,5,4,3,5,3,4,7,3,3,5,5,2,1,Technical,"DevOps, System Admin",Data,Creative,1,1,No,DBMS,"PyTorch, Network Security, Wireshark, Cryptography",Cloud Engineer
ST0382,BTech,BTech_ECE,26,Male,64.9,81.28,62.98,8,4,8,5,3,8,8,3,4,1,3,1,5,1,Creative,"Visual Prototyping, UI Design",Data,Logical,1,1,Yes,Python,"PyTorch, Math, Adobe XD",Cloud Engineer
ST0383,BTech,BTech_CSE,22,Male,64.44,79.1,74.97,8,5,5,3,3,8,4,5,2,4,3,1,4,5,Management,"Team Lead, Operations",AI-ML,Analytical,1,1,No,Python,"PowerBI, Scikit-Learn, TensorFlow",Database Administrator
ST0384,BTech,BTech_IT,24,Male,81.0,64.03,66.98,7,4,9,8,3,7,4,4,2,5,2,2,5,5,Management,"Operations, Product Owner",Web,Leader,1,0,No,Networking,"Math, Azure, Kubernetes",UI/UX Designer
ST0385,12th,Commerce,19,Female,75.94,57.75,0.0,6,5,4,7,4,7,8,9,2,5,3,4,5,1,Analytical,"Quality Assurance, Data Analysis",Security,Logical,2,0,No,Math,"Communication, Project Management, Adobe XD",Full Stack Developer
ST0386,Pursuing_BTech,BTech_Civil,25,Female,76.91,66.59,0.0,5,6,7,5,6,4,8,5,2,5,4,1,4,5,Creative,"Content Creation, UI Design",Cloud,Creative,1,1,No,Python,"Docker, Canva",ML Engineer
ST0387,BCA,BCA,20,Other,83.3,45.0,68.52,6,4,4,8,4,6,6,5,4,1,1,1,4,4,Analytical,"Quality Assurance, Risk Assessment",Cloud,Analytical,1,2,No,Web,"Market Research, Project Management, Communication, PyTorch",Software Tester
ST0388,BCA,BCA,19,Male,60.72,61.65,67.69,5,3,5,3,6,4,10,8,2,5,3,3,3,1,Creative,"Visual Prototyping, UI Design",Security,Creative,1,1,No,Networking,"Excel, Pandas, Keras",Business Analyst
ST0389,BTech,BTech_IT,25,Female,78.94,99.02,68.88,6,5,6,4,6,7,10,3,1,4,5,5,4,5,Management,"Team Lead, Product Owner",AI-ML,Leader,0,0,No,DBMS,"Python, Photoshop",Cloud Engineer
ST0390,Pursuing_Diploma,Diploma_ECE,19,Female,75.96,78.89,0.0,4,4,8,5,7,8,9,3,4,5,5,4,5,3,Management,"Team Lead, Operations",Security,Leader,2,2,No,Statistics,"HTML, Market Research, Communication, Agile",Web Developer
ST0391,Pursuing_12th,Science,18,Male,62.61,0.0,0.0,4,7,3,8,5,3,5,8,4,1,2,3,5,1,Creative,"Content Creation, Frontend Design",AI-ML,Creative,2,2,No,UI Design,"Market Research, Figma",Backend Developer
ST0392,Pursuing_12th,Commerce,19,Other,79.02,0.0,0.0,3,8,6,3,5,3,7,10,5,5,1,1,2,3,Technical,"System Admin, DevOps",AI-ML,Leader,0,1,No,Networking,"Figma, Tableau, Statistics, SQL",UI/UX Designer
ST0393,Pursuing_Diploma,Diploma_IT,21,Male,81.91,75.11,0.0,3,6,7,6,3,7,9,3,5,4,2,3,5,4,Management,"Team Lead, Scrum Master",Cloud,Analytical,0,1,No,Networking,"HTML, Communication, CRM",Database Administrator
ST0394,BTech,BTech_ECE,25,Male,99.7,58.4,61.91,3,4,8,5,4,4,6,4,1,3,2,4,4,4,Creative,"UI Design, Frontend Design",Data,Logical,0,1,No,Networking,"Scikit-Learn, Excel, Tableau, PowerBI",Full Stack Developer
ST0395,BTech,BTech_Civil,19,Male,97.38,63.03,77.05,7,3,8,5,4,4,7,3,3,3,5,2,4,4,Management,"Scrum Master, Operations",Data,Analytical,0,2,No,Math,"Project Management, Linux",Software Tester
ST0396,Pursuing_Diploma,Diploma_CSE,20,Male,74.75,74.23,0.0,6,8,9,7,5,10,5,4,1,3,1,4,3,3,Management,"Team Lead, Product Owner",Web,Analytical,0,2,No,Web,"Figma, Linux, Wireshark, Network Security",Full Stack Developer
ST0397,Pursuing_Diploma,Diploma_Mech,20,Female,51.29,68.62,0.0,6,6,5,8,6,6,8,7,5,3,2,1,2,1,Analytical,"Market Research, Risk Assessment",Data,Logical,2,2,No,Python,"Excel, Linux",DevOps Engineer
ST0398,Graduate,BCA,22,Female,65.5,55.9,84.65,8,3,6,7,8,5,4,5,4,1,4,2,2,5,Analytical,"Market Research, Risk Assessment",Web,Analytical,0,0,Yes,Web,"Project Management, Wireshark",Backend Developer
ST0399,12th,Arts,18,Male,79.26,85.24,0.0,7,4,5,8,7,9,6,7,2,5,1,5,4,3,Management,"Team Lead, Scrum Master",Security,Leader,0,0,No,UI Design,"Terraform, AWS, Linux, Agile",Backend Developer
ST0400,BTech,BTech_IT,25,Female,71.8,49.75,68.66,7,9,6,3,8,4,5,7,1,5,3,3,3,5,Technical,"System Admin, Software Engineering",Cloud,Leader,1,0,No,Python,"Python, Linux, Cryptography, Ethical Hacking",Software Tester
ST0401,Pursuing_Diploma,Diploma_ECE,19,Female,90.24,69.89,0.0,4,5,8,5,6,6,7,5,3,3,3,5,2,3,Creative,"UI Design, Content Creation",Web,Leader,1,0,No,Web,"AWS, Linux",Full Stack Developer
ST0402,Pursuing_BTech,BTech_IT,19,Male,73.4,63.26,0.0,8,5,4,4,6,7,9,9,4,1,3,3,2,4,Technical,"Software Engineering, System Admin",Web,Leader,3,1,No,Math,"Terraform, HTML, Azure, Kubernetes",Database Administrator
ST0403,Diploma,Diploma_ECE,20,Female,52.56,68.1,0.0,7,5,3,6,3,6,6,10,2,3,3,3,4,4,Analytical,"Quality Assurance, Data Analysis",Security,Analytical,2,5,Yes,Math,"Excel, R, Statistics, React",Cybersecurity Analyst
ST0404,Pursuing_12th,Science,18,Female,68.09,0.0,0.0,4,4,8,7,7,4,9,10,1,5,2,4,4,4,Analytical,"Data Analysis, Quality Assurance",AI-ML,Creative,2,1,No,Python,"Tableau, React",Full Stack Developer
ST0405,BTech,BTech_CSE,24,Female,79.96,81.45,66.3,6,8,5,8,5,6,8,8,2,2,5,3,1,3,Analytical,"Risk Assessment, Data Analysis",AI-ML,Analytical,2,1,No,Networking,"HTML, Math, WordPress, PHP",Cybersecurity Analyst
ST0406,Pursuing_BTech,BTech_Civil,24,Male,71.23,67.87,0.0,3,3,4,4,7,3,8,8,4,3,2,5,4,2,Analytical,"Market Research, Quality Assurance",AI-ML,Leader,3,2,No,Networking,"Tableau, Python, Angular",Web Developer
ST0407,Graduate,BTech_IT,23,Female,81.3,75.22,70.37,8,8,7,7,5,5,4,8,2,3,4,4,3,1,Analytical,"Risk Assessment, Market Research",Security,Leader,0,1,No,DBMS,"Project Management, Photoshop, Canva, Illustrator",Database Administrator
ST0408,Pursuing_12th,Science,17,Female,80.89,0.0,0.0,8,3,6,5,6,6,8,8,3,4,4,4,4,2,Creative,"Frontend Design, Visual Prototyping",Data,Leader,2,0,No,Math,"Tableau, CRM, Statistics, SQL",Business Analyst
ST0409,BTech,BTech_CSE,26,Female,74.37,63.86,70.96,8,6,7,7,7,4,9,5,1,2,3,1,2,1,Technical,"System Admin, DevOps",Data,Analytical,0,0,No,Math,"Terraform, Linux, Ethical Hacking",Web Developer
ST0410,12th,Science,17,Female,88.83,77.69,0.0,7,7,5,6,9,5,4,5,4,2,4,4,3,3,Technical,"Software Engineering, DevOps",Web,Creative,2,3,No,DBMS,"Angular, Ethical Hacking",Software Tester
ST0411,Pursuing_BTech,BTech_IT,26,Male,76.71,78.97,0.0,5,6,8,4,3,3,9,6,3,3,5,5,4,4,Analytical,"Quality Assurance, Market Research",Data,Analytical,0,1,No,Networking,"WordPress, Agile",Data Scientist
ST0412,Pursuing_12th,Commerce,17,Female,62.63,0.0,0.0,7,4,5,7,6,5,7,5,3,5,2,3,3,5,Analytical,"Market Research, Risk Assessment",Data,Analytical,1,2,No,Networking,"Market Research, Azure, Linux, Kubernetes",UI/UX Designer
ST0413,Pursuing_12th,Arts,19,Male,66.81,0.0,0.0,8,6,7,10,5,6,6,10,1,3,3,4,2,2,Analytical,"Risk Assessment, Quality Assurance",Security,Logical,3,1,Yes,Web,"Azure, Pandas",Web Developer
ST0414,12th,Commerce,17,Male,66.82,84.12,0.0,5,8,9,3,6,7,8,6,3,1,4,2,1,3,Management,"Operations, Scrum Master",Web,Leader,0,3,No,Networking,"Communication, AWS",Cybersecurity Analyst
ST0415,10th,General,16,Female,91.36,0.0,0.0,8,9,6,3,4,8,4,6,1,5,2,5,4,4,Technical,"Software Engineering, App Development",Data,Creative,2,1,No,Web,"Math, Tableau, PowerBI",Full Stack Developer
ST0416,12th,Science,18,Female,83.78,62.21,0.0,4,10,3,4,6,7,4,7,2,5,5,5,5,2,Technical,"System Admin, DevOps",Web,Leader,1,1,No,Statistics,"Communication, Project Management, Adobe XD",Full Stack Developer
ST0417,BCA,BCA,24,Female,72.78,98.23,80.15,5,7,8,4,3,6,9,9,3,2,2,5,2,2,Analytical,"Market Research, Risk Assessment",Web,Logical,0,3,No,Web,"Tableau, SQL",Web Developer
ST0418,Pursuing_12th,Arts,18,Male,100.0,0.0,0.0,6,7,4,4,7,4,6,7,3,5,2,3,5,1,Creative,"Frontend Design, Visual Prototyping",AI-ML,Analytical,3,2,No,UI Design,"Scikit-Learn, Pandas, Keras",Database Administrator
ST0419,Graduate,BCom,23,Female,68.57,53.95,57.03,7,8,6,5,3,6,7,3,1,3,1,5,1,1,Creative,"Frontend Design, Visual Prototyping",Web,Analytical,0,1,No,Python,"Python, Linux, Wireshark, Cryptography",Backend Developer
ST0420,Pursuing_12th,Science,17,Male,71.25,0.0,0.0,3,6,5,9,8,8,4,9,1,4,2,5,3,4,Analytical,"Data Analysis, Risk Assessment",Data,Logical,0,0,No,Statistics,"Illustrator, Wireshark, Network Security",Cybersecurity Analyst
ST0421,Graduate,BSc_CS,20,Female,85.86,82.09,59.49,6,3,4,8,5,5,10,6,2,2,2,1,3,1,Creative,"Content Creation, UI Design",Web,Analytical,2,0,No,Statistics,"Market Research, CRM, Kubernetes, Agile",ML Engineer
ST0422,BCA,BCA,19,Female,89.1,50.15,63.87,6,7,6,3,5,4,9,7,2,1,4,1,2,5,Analytical,"Data Analysis, Risk Assessment",Security,Leader,1,1,Yes,Statistics,"Market Research, CRM, Agile",ML Engineer
ST0423,12th,Commerce,19,Female,52.16,82.25,0.0,7,3,8,8,8,7,5,6,5,2,2,1,3,3,Management,"Product Owner, Operations",Cloud,Leader,0,6,Yes,Statistics,"Math, Photoshop, Illustrator",Backend Developer
ST0424,10th,General,16,Female,83.54,0.0,0.0,4,7,4,5,3,6,4,4,4,3,1,4,1,5,Management,"Operations, Team Lead",Security,Leader,4,1,Yes,Web,"Terraform, Market Research, Azure",Backend Developer
ST0425,Pursuing_Diploma,Diploma_CSE,23,Male,85.26,80.79,0.0,6,8,6,8,6,10,8,6,2,1,4,4,4,1,Management,"Team Lead, Operations",AI-ML,Analytical,1,1,No,Networking,"JavaScript, PHP, Wireshark",Web Developer
ST0426,12th,Commerce,17,Male,79.92,68.46,0.0,8,3,8,3,7,8,6,7,1,2,1,1,3,3,Creative,"Content Creation, Frontend Design",AI-ML,Creative,1,1,No,Web,"Figma, PHP, Adobe XD, Canva",Software Tester
ST0427,Diploma,Diploma_ECE,21,Male,71.26,70.01,0.0,3,4,6,3,7,3,7,5,5,4,1,2,4,5,Technical,"System Admin, Software Engineering",Data,Creative,0,1,No,Python,"Azure, WordPress, Kubernetes",Business Analyst
ST0428,Graduate,BCA,19,Male,82.63,75.98,80.03,8,5,8,5,7,5,8,5,5,3,1,1,1,1,Analytical,"Market Research, Quality Assurance",Security,Leader,0,4,Yes,UI Design,"AWS, Ethical Hacking",ML Engineer
